supplier_profile_id,account_id,name,certified,indigenous_marketplace,services_all_australia,states,annual_revenue,employees,ownership_structure,services
a1G2t000002THEKEA4,0012t00000BULX2AAP,YONGA SOLUTIONS PTY LTD,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$50K to $500K,4,Corporation (Pty Ltd),Cultural awareness training; Cultural events services; Marketing services; Printing services; Other signage & sign writing; Cultural awareness training; Cultural events services; Marketing services; Printing services; Other signage & sign writing
a1G2t000000fVhiEAE,0012t000009yy4BAAQ,JB Aboriginal Strategy & Consulting,Certified,No,No,"NSW, QLD",$50K to $500K,1,Corporation (Pty Ltd),Landscaping; Project management; Cultural awareness training; RAP implementation and assistance; Training delivery & facilitation; Landscaping; Landscaping; Project management; Cultural awareness training; RAP implementation and assistance; Training delivery & facilitation; Landscaping; Landscaping; Project management; Cultural awareness training; RAP implementation and assistance; Training delivery & facilitation; Landscaping
a1G8w0000004DYGEA2,0012t000009yj86AAA,STRAIT EXPERIENCE PTY LTD,Registered,No,No,QLD,$50K to $500K,2,Corporation (Pty Ltd),Management consulting & consultants; Tourism; Tourism development consulting services; Tours & tour operations; Travel management services; Management consulting & consultants; Tourism; Tourism development consulting services; Tours & tour operations; Travel management services
a1G2t000002TC5XEAW,0012t000009k8YIAAY,Journeytraining,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$50K to $500K,1,Sole Trader,Grant & funding programs; Training & development; Training aids & equipment; Training delivery & facilitation; Environmental management; Grant & funding programs; Training & development; Training aids & equipment; Training delivery & facilitation; Environmental management; Grant & funding programs; Training & development; Training aids & equipment; Training delivery & facilitation; Environmental management
a1G2t000002TBUqEAO,0012t000009k8mZAAQ,"WILDFLOWER, GARDENS FOR GOOD LIMITED",Registered,No,No,NSW,$50K to $500K,2,Not-for-Profit (NFP),Bush regeneration; Horticulture; Landscaping services & supplies; Park maintenance charges; Employment & workplace programs; Bush regeneration; Horticulture; Landscaping services & supplies; Park maintenance charges; Employment & workplace programs
a1G2t000002TAuOEAW,0012t000009ixZ3AAI,TRANBY ABORIGINAL CO-OPERATIVE LIMITED,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$1M to $5M,11,Not-for-Profit (NFP),Adult & community education programs; Cultural competence training and programs; Leadership development & coaching; Vocational education & training; Books; Adult & community education programs; Cultural competence training and programs; Leadership development & coaching; Vocational education & training; Books
a1G2t000002TA5QEAW,0012t000009j7KhAAI,MIKAYLA ALYCE KING,Registered,No,No,,$50K to $500K,1,Sole Trader,Employment & workplace programs; Employment & workplace programs
a1G7F0000002AOmUAM,0017F00000xn879QAA,Leading with Strength Pty Ltd,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$50K to $500K,2,Corporation (Pty Ltd),Cultural competence training and programs; Diversity and inclusion programs; Leadership development & coaching; RAP implementation and assistance; Training delivery & facilitation; Cultural competence training and programs; Diversity and inclusion programs; Leadership development & coaching; RAP implementation and assistance; Training delivery & facilitation
a1G2t000000fcQtEAI,0012t00000A1AGNAA3,"HOOKEY, BERNICE THERESE",Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$50K to $500K,1,Sole Trader,Community and business development; Management consulting & consultants; Cultural competence training and programs; Diversity and inclusion programs; Leadership development & coaching; Community and business development; Management consulting & consultants; Cultural competence training and programs; Diversity and inclusion programs; Leadership development & coaching; Community and business development; Management consulting & consultants; Cultural competence training and programs; Diversity and inclusion programs; Leadership development & coaching
a1G8w0000004JxBEAU,0012t00000A0dBfAAJ,FOOTPRINTS EMPLOYMENT & TRAINING PTY LTD,Registered,No,No,WA,$50K to $500K,13,Corporation (Pty Ltd),Employment & workplace programs; Unemployment services; Cultural awareness training; Mentoring and coaching; Training & development; Employment & workplace programs; Unemployment services; Cultural awareness training; Mentoring and coaching; Training & development
a1G8w0000004F9AEAU,0012t000009zDFxAAM,VIOLET CO PTY LTD,Certified,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$50K to $500K,4,Corporation (Pty Ltd),Crime & justice services; Business & strategic planning services; Management consulting & consultants; Diversity and inclusion programs; Legal services and lawyers; Crime & justice services; Business & strategic planning services; Management consulting & consultants; Diversity and inclusion programs; Legal services and lawyers
a1G2t000000fTH4EAM,0012t0000068PTGAA2,Birli Press,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$50K to $500K,1,Sole Trader,Art gallery; Fine arts; Professional artists; Public art; Sculpture; Art gallery; Fine arts; Professional artists; Public art; Sculpture
a1G8w0000004DUEEA2,0012t000009HOPzAAO,Deadly Mentorz Cultural Program,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$50K to $500K,1,Sole Trader,Management consulting & consultants; Cultural competence training and programs; Diversity and inclusion programs; Leadership development & coaching; Mentoring and coaching; Management consulting & consultants; Cultural competence training and programs; Diversity and inclusion programs; Leadership development & coaching; Mentoring and coaching
a1G2t000000fRbgEAE,0012t000004qtR6AAI,YALABINDINING PTY LTD,Registered,No,No,,$50K to $500K,3,Corporation (Pty Ltd),Adult & community education programs; Cultural awareness training; NAIDOC products & services; Bush tucker; Tourism; Adult & community education programs; Cultural awareness training; NAIDOC products & services; Bush tucker; Tourism; Adult & community education programs; Cultural awareness training; NAIDOC products & services; Bush tucker; Tourism
a1G2t000000fecXEAQ,0012t000009GalTAAS,Woolkabunning Kiaka Aboriginal Corporation,Registered,No,No,WA,$50K to $500K,22,Aboriginal Corporation (Registered with ORIC),Horticulture; Civil construction; Civil construction; Catering services; Accommodation & conference facilities; Tourism; Horticulture; Civil construction; Civil construction; Catering services; Accommodation & conference facilities; Tourism; Horticulture; Civil construction; Catering services; Accommodation & conference facilities; Tourism
a1G7F000001hXneUAE,0017F000020DspjQAC,KSJ Consulting Service Pty Ltd,Certified,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$1M to $5M,7,Corporation (Pty Ltd),Management consulting & consultants; Project management; Social policy services; RAP implementation and assistance; Human resources development; Management consulting & consultants; Project management; Social policy services; RAP implementation and assistance; Human resources development; Management consulting & consultants; Project management; Social policy services; RAP implementation and assistance; Human resources development
a1G2t000000fBlGEAU,0012t000008E4ujAAC,TYTA GROUP PTY LTD,Certified,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$500K to $1M,6,Corporation (Pty Ltd),Civil construction; Heavy construction; Civil construction; Heavy construction; Project management; Training delivery & facilitation; Equipment hire; Civil construction; Heavy construction; Civil construction; Heavy construction; Project management; Training delivery & facilitation; Equipment hire; Civil construction; Heavy construction; Project management; Training delivery & facilitation; Equipment hire
