supplier_profile_id,account_id,name,certified,indigenous_marketplace,services_all_australia,states,annual_revenue,employees,ownership_structure,services
a1G7F0000002sxBUAQ,0017F00001KkRSkQAN,FRECKS PLUMBING AND GAS PTY LTD,Registered,Yes,No,,$50K to $500K,1,Corporation (Pty Ltd),Plumbing maintenance supplies & services; Drainage services; Drainage services; Plumbing maintenance supplies & services; CCTV inspection; Pipes & valves & fittings; Sewer & drain maintenance & rehabilitation
a1G7F0000003Bt8UAE,0017F00000oYu2FQAS,Kenneth Martin,Registered,No,No,WA,$50K to $500K,3,Sole Trader,Bathroom fixtures & installation; Kitchen fixtures & installation; Plumbing maintenance supplies & services; Drainage services; Plumbing fixtures; Drainage services; Bathroom fixtures & installation; Kitchen fixtures & installation; Plumbing maintenance supplies & services
a1G7F0000003JK0UAM,0017F00001TKMY2QAP,White Springs Demolition and Asbestos Pty Ltd,Registered,No,No,WA,$500K to $1M,7,Corporation (Pty Ltd),Demolition services; Demolition services; Earthworks; Litter & rubbish removal; Labour hire; Asbestos removal; Demolition services; Demolition services; Earthworks; Litter & rubbish removal; Labour hire; Asbestos removal
a1G7F0000003QNqUAM,0017F00000ivcQ8QAI,Mink Flamingo Laser Cut Screens,Certified,Yes,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$50K to $500K,1,Sole Trader,Landscaping services & supplies; Welders & metal fabrication products & services; Steel products; Welders & metal fabrication products & services; Metal fabrication & welding; Industrial furniture
a1G7F000000NvtHUAS,0017F00001d0fJ0QAI,PIGRAM PLUMBING PTY LTD,Certified,No,No,,$500K to $1M,3,Corporation (Pty Ltd),Hydraulic services; Drainage services; Pipes & fittings services; Drainage services; Pipes & fittings services; Hydraulic services; Backflow prevention; CCTV inspection
a1G7F000000CBFNUA4,0017F00001d20C7QAI,OUR MOB PTY LTD,Registered,No,No,NT,$500K to $1M,10,Corporation (Pty Ltd),Data cabling services; Underground services; Underground services; Electrical services; Testing & tagging; Data cabling services; Data cabling services; Underground services; Electrical services; Testing & tagging; Data cabling services; Data cabling services
a1G7F000001hBZUUA2,0017F00001rMugBQAS,Mara Metal Art,Registered,No,No,VIC,$50K to $500K,2,Partnership,Professional artists; Sculpture; Welders & metal fabrication products & services; Welders & metal fabrication products & services
a1G7F000001hNnRUAU,0017F00001xHp58QAC,Davhold Australia Pty Ltd,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$50K to $500K,2,Corporation (Pty Ltd),Welders & metal fabrication products & services; Welders & metal fabrication products & services
a1G7F000002e7MkUAI,0017F00001lc3p3QAA,KING KIRA GROUP PTY LTD,Certified,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$500K to $1M,5,Corporation (Pty Ltd),Demolition services; Demolition services; Demolition services; Demolition services
a1G7F000002eHPMUA2,0017F000020tIQyQAM,CASDAN CONTRACTING PTY LTD,Registered,No,No,,$1M to $5M,5,Corporation (Pty Ltd),Welders & metal fabrication products & services; Welders & metal fabrication products & services; Trucks hire; Metal fabrication & welding; Vehicle mechanical repairs; Vehicle servicing
a1G7F000002gVQSUA2,0017F000026OhaEQAS,ALDRIDGE ELECTRICAL INDUSTRIES PTY. LIMITED,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$5M to $10M,15,Corporation (Pty Ltd),Piling services; Piling services; Other traffic facilities; Traffic management & control equipment; Electrical equipment & components & supplies; Lighting & light poles
a1G7F000002gFUaUAM,0017F00002QY6fTQAT,TDM NT Pty Ltd,Certified,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$500K to $1M,2,Corporation (Pty Ltd),Fencing supplies & services; Fencing supplies & services
a1G7F000002gfgRUAQ,0017F00002TeRmLQAV,WIRADJURI DEMOLITIONS,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$500K to $1M,1,Sole Trader,Demolition services; Demolition services; Environmental management; NAIDOC products & services; Concrete pumps hire; Water tankers hire
a1G8w00000059YCEAY,0018w000002OmsaAAC,BOOANYA PTY LTD,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$50K to $500K,1,Corporation (Pty Ltd),Fencing; Fencing supplies & services; Fencing supplies & services; Fencing
a1G8w0000004EFMEA2,0018w000002RV1lAAG,ALL CLEAR GROUP PTY LTD,Certified,No,No,"ACT, NSW, VIC, QLD",$50K to $500K,3,Corporation (Pty Ltd),Occupational hygiene; Occupational hygiene; Environmental monitoring & audit; Environmental testing services; Occupational hygiene services; Asbestos removal
a1G8w0000004JnqEAE,0018w000002RqxhAAC,IRONMERGE PEOPLE PTY LTD,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",Over $10M,14,Corporation (Pty Ltd),Electrical & lighting maintenance supplies & services; Fencing supplies & services; Fencing supplies & services; Electrical & lighting maintenance supplies & services; Equipment hire; Mining services; Labour hire
a1G8w0000004KZIEA2,0018w000002RvKsAAK,TICS PTY LTD,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$5M to $10M,27,Corporation (Pty Ltd),Inspection & testing & calibration services; Inspection & testing & calibration services
a1G8w0000004UHBEA2,0018w000002aYCrAAM,DUNN'S PLUMBING SERVICE PTY LTD,Certified,No,No,NSW,$1M to $5M,3,Corporation (Pty Ltd),Bathroom fixtures & installation; Plumbing maintenance supplies & services; Drainage services; Plumbing fixtures; Drainage services; Bathroom fixtures & installation; Plumbing maintenance supplies & services; Sewer & drain maintenance & rehabilitation; Bathroom fixtures & installation; Plumbing maintenance supplies & services; Plumbing fixtures; Drainage services; Bathroom fixtures & installation; Plumbing maintenance supplies & services; Sewer & drain maintenance & rehabilitation
a1G8w0000004eIFEAY,0018w000002a8yVAAQ,KIMBERLEY MANUFACTURING PTY LTD,Certified,No,No,WA,$1M to $5M,25,Corporation (Pty Ltd),Welders & metal fabrication products & services; Steel products; Welders & metal fabrication products & services; Metal fabrication & welding
a1G8w0000004VoMEAU,0018w000002WrMmAAK,National Airside Safety and Maintenance Pty Ltd,Registered,No,No,"NT, QLD, WA",$50K to $500K,2,Corporation (Pty Ltd),Road line marking; Road line marking
a1G8w0000004WpVEAU,0018w000002bSdbAAE,A B DRILLING SERVICES PTY LTD,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$50K to $500K,2,Corporation (Pty Ltd),Drilling & boring services; Drilling & boring services; Training & development; Equipment hire; Labour hire
a1G8w0000004uGyEAI,0018w000002XcI9AAK,FIREHAWK RESOURCES PTY LTD,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$50K to $500K,3,Corporation (Pty Ltd),Drilling & boring services; Drilling & boring services; Project management; Bore & well drilling services
a1G8w0000004m5IEAQ,0018w000002jMoyAAE,PETER EDWARD COLLINS,Registered,No,No,NT,$50K to $500K,1,Sole Trader,Plumbing maintenance supplies & services; Drainage services; Drainage services; Plumbing maintenance supplies & services; Workshop machinery; Minor machinery
a1G8w0000004pCPEAY,0018w000002q2NjAAI,LEISK HYDRAULICS PTY LTD,Certified,No,No,WA,$50K to $500K,1,Corporation (Pty Ltd),Plumbing maintenance supplies & services; Drainage services; Water meters & backflow equipment & services; Drainage services; Water meters & backflow equipment & services; Plumbing maintenance supplies & services; Sewer & drain maintenance & rehabilitation; Water meters
a1G8w0000004yn0EAA,0018w000002wZ5wAAE,WORKCONTROL OPERATIONS PTY LTD,Certified,No,No,NSW,Over $10M,25,Corporation (Pty Ltd),Road repair truck; Road repair truck; Traffic management & control equipment; Traffic management & control services; Road repair truck; Traffic management & control equipment; Traffic management & control services
a1G8w0000005DcyEAE,0018w000003dbmSAAQ,YALANJI SUPPLIES PTY LTD,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$50K to $500K,5,Corporation (Pty Ltd),Landscaping services & supplies; Fencing supplies & services; Fencing supplies & services; Domestic products; Workwear; Automotive workshop supplies & services; Landscaping services & supplies; Fencing supplies & services; Fencing supplies & services; Domestic products; Workwear; Automotive workshop supplies & services
a1G8w0000005EcbEAE,0018w000002a4l9AAA,Shift Diesel and Earth PTY LTD,Certified,No,No,"NT, WA",$50K to $500K,2,Corporation (Pty Ltd),Road repair truck; Road repair truck; Service industry machinery & equipment; Mechanical plant equipment; Mechanical services & installation; Mining & quarrying machinery
a1G8w0000005PoJEAU,0018w000004RhPeAAK,THE PLACE OF KEEPING LTD,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$500K to $1M,2,Not-for-Profit (NFP),Land management services; Land management services; Heritage advisory services; IT & ICT services; SAAS platform; Data analytics; Land management services; Heritage advisory services; IT & ICT services; SAAS platform; Data analytics
a1G8w0000005ZGKEA2,0018w000004XzxLAAS,GET UNBLOCKED PTY LTD,Registered,No,No,NSW,$50K to $500K,5,Corporation (Pty Ltd),Drainage services; Drainage services; Sewer & drain maintenance & rehabilitation
a1GOd0000022mSPMAY,0018w000004ZYwJAAW,J.P Farrell & T.L McKie,Registered,No,No,WA,$50K to $500K,4,Partnership,Landscaping services & supplies; Handyman services; Fencing supplies & services; Land management services; Fencing supplies & services; Land management services; Handyman services; Commercial cleaning
a1G8w0000005aZwEAI,0018w000004UdLoAAK,RHENTON PTY LTD,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$500K to $1M,6,Corporation (Pty Ltd),Welders & metal fabrication products & services; Steel products; Welders & metal fabrication products & services; Metal fabrication & welding
a1G8w0000005bSrEAI,0018w000004Z5CEAA0,LODERS EARTHWORKS PTY LTD,Registered,No,No,,$50K to $500K,2,Corporation (Pty Ltd),Excavation; Excavation; Earthworks; Excavators hire; Tipper truck hire
a1G8w0000005bdYEAQ,0018w000004b1NXAAY,TIFFANY ANNE WINTERS,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$0 to $50K,0,Sole Trader,Remote & regional development programs; Rural development; Rural development; Business & strategic planning services; Community and business development; Management consulting & consultants
a1G8w0000005dKWEAY,0018w000004blAfAAI,YALIBIRRI PTY LTD,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$0 to $50K,1,Corporation (Pty Ltd),Welders & metal fabrication products & services; Welders & metal fabrication products & services; Metal fabrication & welding; Mining services
a1G8w0000005lfbEAA,0018w000004UpNSAA0,BRIGGS EXCAVATION PTY LTD,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$50K to $500K,1,Corporation (Pty Ltd),Excavation; Excavation; Excavators hire; Excavation; Excavators hire
a1G8w0000005n7BEAQ,0018w000003QObmAAG,GANBU COUNTRY PTY LTD.,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$50K to $500K,1,Corporation (Pty Ltd),Bush regeneration; Land management services; Land management services; Corporate events services; Bush tucker; Corporate gifts
a1G8w0000005yxrEAA,0018w000004lrG2AAI,CIRCLE-BAR EARTHWORKS PTY LTD,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$50K to $500K,7,Corporation (Pty Ltd),Demolition services; Excavation; Road building products & maintenance & services; Demolition services; Excavation; Road building products & maintenance & services; Earthworks; Bobcat hire
a1G8w00000065ZbEAI,0018w000004ouOXAAY,YABAA LINE MARKING PTY LTD,Registered,No,No,"ACT, NSW",$500K to $1M,4,Corporation (Pty Ltd),Road building products & maintenance & services; Road line marking; Road building products & maintenance & services; Road line marking; Traffic management & control equipment; Road barriers; Road signs
a1G8w00000065OTEAY,0017F00001xJbApQAK,NT Inspections Pty Ltd,Registered,No,No,"NT, WA",$50K to $500K,4,Corporation (Pty Ltd),Inspection & testing & calibration services; Inspection & testing & calibration services; Inspection services; Boilers; Inspection & testing & calibration services; Inspection & testing & calibration services; Inspection services; Boilers
a1GOd000000I46nMAC,001Od000001KnlnIAC,LUMINOUS PTY LIMITED,Registered,No,No,"ACT, NSW, QLD",$1M to $5M,14,Corporation (Pty Ltd),Road line marking; Road line marking
a1GOd000000ZCeEMAW,001Od000001UeyqIAC,IND Supplies Pty Ltd,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$0 to $50K,2,Corporation (Pty Ltd),Other maintenance & services; Water treatment services; Welders & metal fabrication products & services; Welders & metal fabrication products & services; Other maintenance & services; Water treatment services; Mechanical plant equipment
a1GOd000000bSjhMAE,001Od0000029vvlIAA,KONNECT CONTRACTORS PTY LTD,Registered,No,No,"NSW, QLD, WA",$0 to $50K,3,Corporation (Pty Ltd),Concreting; Structural formwork; Structural formwork; Concreting
a1GOd000000xH9hMAE,0018w000004sMWAAA2,AFF BOATS PTY LTD,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$50K to $500K,2,Corporation (Pty Ltd),Welders & metal fabrication products & services; Welders & metal fabrication products & services; Metal fabrication & welding
a1G7F000000Sle7UAC,0017F00000ivcOBQAY,Secret Harvest Pty Ltd,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$50K to $500K,2,Corporation (Pty Ltd),Land management services; Land management services; Management consulting & consultants; Corporate gifts; Personal care products
a1G8w00000058FAEAY,0018w000003NVGQAA4,I24S SALES PTY LTD,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$500K to $1M,10,Corporation (Pty Ltd),Fuels; Welders & metal fabrication products & services; Welders & metal fabrication products & services; Plant & equipment purchase & hire; Mining services; Fuels; Welders & metal fabrication products & services; Plant & equipment purchase & hire; Mining services
a1G2t000000eyK4EAI,0017F00002Si7NdQAJ,JMP EXCAVATIONS PTY LTD,Certified,No,No,"ACT, NSW",$1M to $5M,6,Corporation (Pty Ltd),Excavation; Excavation; Earthworks; Dozers hire; Excavators hire; Skid steer loader hire
a1GOd000001M0dWMAS,001Od000003r1cMIAQ,SEISMIC DRILLING AUSTRALIA PTY LTD,Certified,No,No,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",Over $10M,60,Corporation (Pty Ltd),Drilling & boring services; Drilling & boring services; Bore & well drilling services
a1G8w0000004xHlEAI,0018w000002sd4nAAA,GWS Fabrications Pty Ltd,Certified,No,No,NSW,$50K to $500K,1,Incorporated Joint Venture,Welders & metal fabrication products & services; Lifting & rigging equipment; Welders & metal fabrication products & services; Metal fabrication & welding
a1GOd000002s8FZMAY,001Od000004lv2aIAA,MOORDITJ CIVIL & MINING PTY LTD,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$5M to $10M,40,Corporation (Pty Ltd),Road building products & maintenance & services; Road building products & maintenance & services; Equipment hire; Sewer & drain maintenance & rehabilitation
a1GOd000001q14IMAQ,001Od000005J91VIAS,BENDIGGING PTY LTD,Registered,No,No,"ACT, NSW",$0 to $50K,2,Corporation (Pty Ltd),Irrigation & watering systems; Excavation; Excavation; Earthworks
a1GOd000002CA5iMAG,001Od000004uwSBIAY,YAKKA RURAL,Registered,No,No,NSW,$50K to $500K,3,Sole Trader,Mowing & slashing services; Concreting; Excavation; Fencing supplies & services; Excavation; Fencing supplies & services; Environmental rehabilitation services; Concreting
a1G8w0000005XDPEA2,0018w000004YtORAA0,PROJECT NET ZERO PTY LTD,Certified,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$500K to $1M,1,Corporation (Pty Ltd),Demolition services; Demolition services; Office furniture; Removal & relocation services
a1GOd000002WfGbMAK,001Od000007u4WcIAI,QUALITY PLUMBING GROUP PTY LTD,Certified,No,No,NSW,$50K to $500K,2,Corporation (Pty Ltd),Bathroom fixtures & installation; Plumbing maintenance supplies & services; Drainage services; Plumbing fixtures; Drainage services; Bathroom fixtures & installation; Plumbing maintenance supplies & services; Sewer & drain maintenance & rehabilitation
a1GOd000002WcozMAC,001Od000007wGjiIAE,B.S ELLIS & M.L ELLIS,Registered,No,No,"ACT, NSW",$50K to $500K,2,Partnership,Arborists & tree services; Landscaping; Drainage services; Excavation; Drainage services; Excavation; Landscaping; Tipper truck hire
a1GOd000002dAw2MAE,001Od000006Dj5sIAC,A.C.N. 674 338 606 PTY LTD,Registered,No,No,NSW,$50K to $500K,1,Corporation (Pty Ltd),Drilling & boring services; Drilling & boring services; Mechanical plant equipment; Grinding & machining; Machining equipment rebuild & refurbishment services; After hours contact centre
a1GOd000002rqKHMAY,001Od0000083rkjIAA,BRANDON SIDNEY RUSCA PTY LTD,Registered,No,No,NT,$0 to $50K,2,Corporation (Pty Ltd),Pesticide & herbicide spraying; Pest control; Land management services; Land management services; Pest control
a1GOd0000040rJlMAI,001Od000005zR5dIAE,King Reef Contracting,Registered,No,No,QLD,$50K to $500K,1,Sole Trader,Drilling & boring services; Drilling & boring services; Sustainability environmental services
a1GOd000002s8vVMAQ,001Od00000AFB5XIAX,BULMEKA CONTRACTING PTY LTD,Registered,No,No,NT,$0 to $50K,2,Corporation (Pty Ltd),Fencing; Fencing supplies & services; Fencing supplies & services; Fencing
a1GOd0000018RC9MAM,0012t0000074fJfAAI,NLA LOGISTICS PTY. LTD.,Certified,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",Over $10M,8,Corporation (Pty Ltd),Piling services; Piling services; Excavators hire; Tipper truck hire; Transportation services; Asbestos removal
a1GOd000002tFEzMAM,001Od00000AeGWaIAN,TURNER & CO PLUMBING PTY LTD,Certified,No,No,,$500K to $1M,4,Corporation (Pty Ltd),Bathroom fixtures & installation; Plumbing maintenance supplies & services; Drainage services; Plumbing fixtures; Drainage services; Bathroom fixtures & installation; Plumbing maintenance supplies & services; Sewer & drain maintenance & rehabilitation
a1GOd000002u1I1MAI,001Od000009Ta1OIAS,WINAWARL CONTRACTING PTY LTD,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$0 to $50K,1,Corporation (Pty Ltd),Other maintenance & services; Excavation; Underground services; Excavation; Underground services; Other maintenance & services; Access equipment hire; Confidential waste disposal; Other maintenance & services; Excavation; Underground services; Excavation; Underground services; Other maintenance & services; Access equipment hire; Confidential waste disposal
a1GOd000002wTZxMAM,001Od00000Atyh0IAB,ROCK SOLID KITCHEN AND BATHROOMS,Registered,No,No,NSW,$0 to $50K,2,Sole Trader,Cabinet making; Carpentry & joinery services; Masonry & stonework; Masonry & stonework; Cabinet making; Carpentry & joinery services
a1GOd000002xWCPMA2,001Od00000AhM4TIAV,PTK CONCRETE SOLUTIONS PTY LTD,Registered,No,No,VIC,$50K to $500K,4,Corporation (Pty Ltd),Concreting; Structural formwork; Concrete & cement products; Structural formwork; Concreting; Concrete pumps hire
a1GOd000002zQFlMAM,001Od00000Bqq7TIAR,ARID ACRES PTY LTD,Registered,No,No,NT,$0 to $50K,2,Corporation (Pty Ltd),Farming services; Feral animal management services; Fencing supplies & services; Rural development; Fencing supplies & services; Rural development; Road freight
a1GOd000003dEEHMA2,001Od00000C0HzjIAF,CANGAI ROAD SERVICES PTY LTD,Registered,No,No,NSW,$50K to $500K,2,Incorporated Joint Venture,Road line marking; Road line marking
a1GOd000003C2qjMAC,001Od00000CpvgWIAR,Bindelong Aboriginal Corporation,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$50K to $500K,1,Aboriginal Corporation (Registered with ORIC),Land management services; Land management services; Community engagement & consultation services; Cultural awareness training; Cultural burning; Environmental & heritage services; Land management services; Community engagement & consultation services; Cultural awareness training; Cultural burning; Environmental & heritage services
a1GOd000004LwczMAC,001Od00000AVxMGIA1,BIRRABANG SERVICES PTY LTD,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$0 to $50K,2,Corporation (Pty Ltd),Demolition services; Demolition services; Commercial cleaning
a1G8w0000005S00EAE,0018w000004VVRNAA4,The executive co pty ltd,Certified,No,No,"ACT, NSW",$50K to $500K,20,Corporation (Pty Ltd),Demolition services; Floor coverings; Demolition services; Commercial cleaning; Labour hire; Green waste recycling; Floor coverings; Demolition services; Commercial cleaning; Labour hire; Green waste recycling
a1GOd000003c3cfMAA,001Od00000FcKmuIAF,OBrien Fencing & Gates Pty Ltd,Registered,No,No,,$50K to $500K,3,Corporation (Pty Ltd),Fencing; Fencing supplies & services; Fencing supplies & services; Fencing; Fencing; Fencing supplies & services; Fencing
a1GOd000003KxgXMAS,001Od00000FrNZ4IAN,ONSITE WELDER & MACHINERY REPAIRS PTY LTD,Registered,No,No,,$50K to $500K,1,Corporation (Pty Ltd),Welders & metal fabrication products & services; Welders & metal fabrication products & services; Electrical equipment & components & supplies; Electrical services; Electrical wire & cable & harness; Service industry machinery & equipment
a1GOd000003PIEXMA4,001Od00000GAesyIAD,BONDI SCREENS,Registered,No,No,,$1M to $5M,2,Corporation (Pty Ltd),Fencing; Welders & metal fabrication products & services; Welders & metal fabrication products & services; Fencing; Metal fabrication & welding
a1GOd000002vi3BMAQ,001Od00000ArMbAIAV,FIRST NATIONS INFRASTRUCTURE MAINTENANCE PTY LTD,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$0 to $50K,1,Corporation (Pty Ltd),Arborists & tree services; Excavation; Excavation; Traffic management & control services
a1GOd000003aE5xMAE,001Od00000IF1pbIAD,WILSON DOWELL CONTRACTING PTY LTD,Registered,No,No,,$50K to $500K,3,Corporation (Pty Ltd),Fencing; Fencing supplies & services; Fencing supplies & services; Fencing
a1GOd000003YsM1MAK,001Od00000ICNt7IAH,ELEVATION GATES,Registered,No,No,,$50K to $500K,1,Sole Trader,Welders & metal fabrication products & services; Gates; Welders & metal fabrication products & services; Maintenance agreements; Metal fabrication & welding; Industrial automation
a1GOd000003f8XlMAI,001Od00000JWNrTIAX,LBH PROJECTS PTY LTD,Certified,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$1M to $5M,1,Corporation (Pty Ltd),Abrasive blasting and powder coating; Corrosion control and industrial coatings; Painting supplies & services; Inspection & testing & calibration services; Inspection & testing & calibration services; Project management; Abrasive blasting and powder coating; Corrosion control and industrial coatings; Painting supplies & services
a1GOd000006q4GzMAI,001Od00000KNboGIAT,HUGHES CONTRACTING GROUP PTY LTD,Registered,No,No,QLD,$1M to $5M,7,Corporation (Pty Ltd),Plumbing maintenance supplies & services; Water meters & backflow equipment & services; Water meters & backflow equipment & services; Plumbing maintenance supplies & services; Backflow prevention; Plumbing maintenance supplies & services; Water meters & backflow equipment & services; Water meters & backflow equipment & services; Plumbing maintenance supplies & services; Backflow prevention
a1GOd000003qtWXMAY,001Od00000Lix8OIAR,ENW CIVIL PTY LTD,Registered,No,No,"ACT, NSW, VIC",$50K to $500K,2,Corporation (Pty Ltd),Excavation; Excavation
a1GOd0000049nSDMAY,001Od00000Lz6fZIAR,CLARKY'S FABRICATION AND FITTING SERVICES PTY LTD,Registered,No,No,QLD,$50K to $500K,1,Corporation (Pty Ltd),Other maintenance & services; Steel Fabrication; Steel Fabrication; Other maintenance & services; Metal fabrication & welding; Vehicle mechanical repairs; Vehicle servicing; Other maintenance & services; Steel Fabrication; Steel Fabrication; Other maintenance & services; Metal fabrication & welding; Vehicle mechanical repairs; Vehicle servicing
a1GOd000003t0orMAA,001Od00000MSGGWIA5,JAIMEE LEE HARDY,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$0 to $50K,0,Sole Trader,Welders & metal fabrication products & services; Welders & metal fabrication products & services; Metal fabrication & welding
a1G2t000000fUOBEA2,0012t000008D61EAAS,TAMMAR CONTRACTORS PTY LTD,Registered,No,No,,$1M to $5M,5,Corporation (Pty Ltd),Pipes & fittings services; Welders & metal fabrication products & services; Lifting & rigging equipment; Pipes & fittings services; Welders & metal fabrication products & services; Labour hire; Temporary personnel services; Lifting & rigging equipment; Pipes & fittings services; Welders & metal fabrication products & services; Labour hire; Temporary personnel services
a1GOd000003tiOTMAY,001Od00000ILMMbIAP,WARDONG WEST PTY LTD,Registered,No,No,WA,$0 to $50K,2,Incorporated Joint Venture,Fencing; Fencing supplies & services; Fencing supplies & services; Fencing
a1GOd000003xUZpMAM,001Od00000NHGcbIAH,ECO LANDSCAPES,Registered,No,No,ACT,$50K to $500K,0,Sole Trader,Horticulture; Turf supply & lay; Landscaping; Pavement stabilisation services & materials; Retaining Structures; Pavement stabilisation services & materials; Retaining Structures; Landscaping
a1GOd0000040eb3MAA,001Od00000LoJJaIAN,"Southern West Yiradyuri Clans Land, Water and Sky Country Aboriginal Corporation",Certified,No,No,,$50K to $500K,2,Aboriginal Corporation (Registered with ORIC),Land management services; Land management services; Governance training; Vegetation management; Cultural events services; Aboriginal Cultural and Heritage Mapping; Land management services; Governance training; Vegetation management; Cultural events services; Aboriginal Cultural and Heritage Mapping
a1GOd000004BFO1MAO,001Od00000Cg1qPIAR,RJGWELD,Registered,No,Yes,"ACT, SA, NSW, TAS, NT, VIC, QLD, WA",$50K to $500K,0,Sole Trader,Welders & metal fabrication products & services; Welders & metal fabrication products & services
a1GOd0000043ZwbMAE,001Od00000ORt5rIAD,Absolute rubbish,Registered,No,No,,$50K to $500K,3,Sole Trader,Demolition services; Excavation; Demolition services; Excavation; Archaeological survey; Litter & rubbish removal
a1GOd0000046eQHMAY,001Od00000Od5gTIAR,SCIIG Pty Ltd,Registered,No,No,VIC,$1M to $5M,20,Corporation (Pty Ltd),Excavation; Excavation; Earthworks; Excavators hire; Tipper truck hire; Transportation services; Excavation; Excavation; Earthworks; Excavators hire; Tipper truck hire; Transportation services
a1GOd000004A7E1MAK,001Od00000LTWztIAH,The Trustee for The Catlin Family Trust,Registered,No,No,,$0 to $50K,1,Corporation (Pty Ltd),Satellite services; Excavation; Excavation; Telecommunication services; Excavators hire; Satellite services; Excavation; Telecommunication services; Excavators hire
a1GOd000005JrNaMAK,001Od00000MSJpSIAX,B&D RURAL SERVICES PTY LTD,Registered,No,No,"SA, NSW, VIC, QLD",$500K to $1M,4,Corporation (Pty Ltd),Weed control & management; Livestock; Fencing; Fencing supplies & services; Fencing supplies & services; Fencing; Weed control & management; Livestock; Fencing supplies & services; Fencing
a1GOd0000048bUjMAI,001Od00000McdgPIAR,PREMIER ROOFING SOLUTIONS PTY LTD,Registered,No,No,"NSW, QLD",$50K to $500K,3,Corporation (Pty Ltd),Roofing services; Re-roof old to new metal; General construction; Roofing services
a1GOd000004AY9NMAW,001Od00000PAbZXIA1,THRIVE LANDCARE PTY LTD,Registered,No,No,,$50K to $500K,3,Corporation (Pty Ltd),Arborists & tree services; Landscaping services & supplies; Mowing & slashing services; Weed control & management; Land management services; Land management services
a1GOd000004DB4zMAG,001Od00000QIcEUIA1,BATEMANS BAY LOCAL ABORIGINAL LAND COUNCIL,Registered,No,No,,$500K to $1M,12,Not-for-Profit (NFP),Fisheries & aquaculture services; Land management services; Land management services; Cultural burning; Aboriginal Cultural and Heritage Mapping; Fisheries & aquaculture services; Land management services; Cultural burning; Aboriginal Cultural and Heritage Mapping; Fisheries & aquaculture services; Land management services; Cultural burning; Aboriginal Cultural and Heritage Mapping
a1GOd000004EISbMAO,001Od00000L7rbNIAR,BEGA LOCAL ABORIGINAL LAND COUNCIL,Registered,No,No,,$50K to $500K,15,Not-for-Profit (NFP),Aboriginal artefacts; Land management services; Land management services; Aboriginal Cultural and Heritage Mapping; Aboriginal artefacts; Land management services; Aboriginal Cultural and Heritage Mapping; Aboriginal artefacts; Land management services; Aboriginal Cultural and Heritage Mapping
a1G8w0000004vbcEAA,0018w000002qUw2AAE,The Trustee for LR & SE Keys Superannuation Fund,Registered,No,No,WA,$50K to $500K,1,Trust,Fencing; Fencing supplies & services; Forklifts; Fencing supplies & services; Fencing; Forklifts hire; Forklifts purchase; Forklifts; Fencing supplies & services; Fencing; Forklifts hire; Forklifts purchase
