source,name,state,postcode,website,sectors
senvic,"Sebastopol Bowling Club",VIC,3356,,""
senvic,"Sebastopol Pharmacy",VIC,3356,https://www.ufs.com.au/stores/sebastopol-ufs-pharmacy,""
senvic,"Sebastopol Salvos",VIC,3356,https://www.opshop.org/details/sebastopol-salvos,""
senvic,"Seedling Giving",VIC,3000,,"Arts and culture; Business services; Community & Cultural Development; Environmental services; Impact and evaluation; Social Enterprise Groups"
senvic,"Seek",NSW,2043,,""
senvic,"Self employed",VIC,,,""
senvic,"Sephardi Association of Victoria",VIC,3162,https://www.fosy.com.au,"Education and training"
senvic,"Serenity Common Equity Housing Co-operative Ltd",VIC,3356,,""
senvic,"Shapes and Sounds",VIC,,https://www.justshapesandsounds.com,"Mental health and wellbeing"
senvic,"Shared Cup",VIC,3064,https://www.sharedcup.com.au/,""
senvic,"Shared Lives",VIC,,,""
senvic,"Shhh Silk Pty Ltd",VIC,3189,http://www.shhhsilk.com.au,""
senvic,"Shine Cambodia",VIC,3183,,""
senvic,"Silver Lining Op Shop",VIC,3340,https://www.opshop.org/details/Church-Op-Shop-Darley,""
senvic,"Simpson & District Community Centre Inc",VIC,3266,https://www.simpsondcc.com.au,""
senvic,"Single Origin Skincare",VIC,3075,http://www.singleoriginskincare.com,"Manufacturing; Personal and social care; Recycling and waste management"
senvic,"SisterWorks",VIC,3121,https://sisterworks.org.au,"Clothing and personal accessories; Education and training; Employment; Food and beverage products; Furniture and home goods; Manufacturing"
senvic,"Sisu Society",VIC,3844,,""
senvic,"Skill Invest",VIC,3175,https://www.skillinvest.com.au,""
senvic,"Slipway Collective",VIC,,,""
senvic,"Small Fires",VIC,3058,https://smallfires.co,"Arts and culture; Furniture and home goods"
senvic,"Snowy Advisory",VIC,3888,https://www.snowyadvisory.com,""
senvic,"Social Designer Pty Ltd",VIC,3458,https://www.socialdesigner.com.au,""
senvic,"Social Engine",VIC,3124,https://www.socialengine.org.au/,""
senvic,"Social Enterprise Academy Scotland",VIC,,https://www.socialenterprise.academy/,""
senvic,"Social Enterprise Group",VIC,3225,https://www.socialenterprisegroup.com.au,"Printing and publishing"
senvic,"Social Enterprise Network Victoria (SENVIC)",VIC,3057,http://www.senvic.org.au,"Community & Cultural Development; Festivals and events; Policy and research"
senvic,"Social Foundry",VIC,3444,http://www.socialfoundry.org.au,""
senvic,"Social Good Outpost",VIC,3223,https://socialgoodoutpost.com,"Business services; IT and web design; Impact and evaluation"
senvic,"Social Living",VIC,3121,https://socialliving.com.au,""
senvic,"Social Outcome Solutions",VIC,3032,http://socialoutcomesolutions.com/contact-us/,""
senvic,"Social Outcomes Security PTY LTD",VIC,3074,http://www.sossecurity.com.au/,"Building and maintenance trades; Community & Cultural Development; Festivals and events; Universities"
senvic,"Social Traders",VIC,3000,,""
senvic,"Soign√© Hospitality",VIC,3008,,""
senvic,"Somerset Heritage Produce, Food.com.au",VIC,3057,,""
senvic,"Souper Kitchen and Souper Bistro",VIC,3161,https://www.souper.org.au/,"Catering; cafe; restaurant; bar; baker; Festivals and events; Food and beverage products"
senvic,"South Coast Pcp",VIC,3990,,""
senvic,"South Kingsville Community Centre Inc",VIC,3015,,""
senvic,"South Sea Roller Derby",VIC,3166,,""
senvic,"Southerners Common Equity Housing Co-operative Ltd",VIC,3356,,""
senvic,"Sovereign Hill",VIC,3350,,""
senvic,"Span Community House Inc",VIC,3071,https://spanhouse.org,""
senvic,"Sparechair Cafe",VIC,3101,https://www.sparechaircafe.com.au,"Catering; cafe; restaurant; bar; baker; Community & Cultural Development; Education and training; Employment; Food and beverage products"
senvic,"Spark Strategy",VIC,3205,http://www.sparkstrategy.com.au,""
senvic,"Sparkways",VIC,3164,,""
senvic,"Speechly Speaking Services",VIC,3055,http://www.speechly.com.au,""
senvic,"Sponsity",NSW,2487,https://www.sponsity.com,""
senvic,"Springs Bar and Terrace",VIC,3363,,""
senvic,"SSI Legal",VIC,3053,https://www.ssilegal.org.au,"Legal services"
senvic,"St Arnaud Agricultural Society Inc",VIC,3478,https://www.starnaudshow.com,""
senvic,"St Arnaud Community Resource Centre",VIC,3388,,""
senvic,"St Arnaud Sporting Club",VIC,3478,,""
senvic,"St Joeys Op Shop",VIC,3333,https://www.opshop.org,""
senvic,"St John's Anglican Church Opportunity Shop",VIC,3350,https://www.opshop.org,""
senvic,"St Laurence Community Services",VIC,3350,,""
senvic,"St Laurence Community Services ( Agedcare101)",VIC,3400,https://www.agedcare101.com.au/about-us,""
senvic,"St Mary's House Of Welcome",VIC,3065,,""
senvic,"St Matthew's Op Shop",VIC,3350,https://www.opshop.org/details/St-Matthews-Op-Shop-Mitchell-Park,""
senvic,"Stawell Farmers & Craft Market",VIC,3380,,""
senvic,"Stawell Golf Club",VIC,3380,,""
senvic,"Stawell Lawns and Gardens",VIC,3380,,""
senvic,"Stawell Performing Arts Company",VIC,3380,,""
senvic,"Stawell YMCA Health and Fitness Centre",VIC,3380,https://www.ngshire.vic.gov.au/Sports-Recreation-and-Leisure,""
senvic,"Steam and Clean",VIC,3280,https://www.wdeaworks.org.au/ndis-social-enterprises/steam-and-clean,""
senvic,"Steel Chicks",VIC,3175,https://www.steelchicks.com,"Community & Cultural Development; Education and training; Manufacturing"
senvic,"STEM Incubators",VIC,3167,https://www.stemincubators.com.au,"Education and training"
senvic,"Stephanie Alexander Kitchen Garden Foundation",VIC,3079,,""
senvic,"Steptoes Lioness Opshop",VIC,3342,https://www.opshop.org,""
senvic,"Stockaders Common Equity Housing Co-operative Ltd",VIC,3350,https://www.cehl.com.au,""
senvic,"Story Wise",VIC,3440,https://www.storywise.com.au,""
senvic,"Strategy&Ops Consultancy",VIC,3006,https://strategyandops.net,""
senvic,"STREAT",VIC,3066,https://www.streat.com.au,"food and beverage products; mental health and wellbeing; employment"
senvic,"Sturt Street Pharmacy",VIC,3350,,""
senvic,"Su Victoria",VIC,3132,,""
senvic,"Suhail Usman",VIC,3220,,""
senvic,"Summer Foundation",VIC,3128,,""
senvic,"Swinburne",VIC,3127,,""
senvic,"Swinburne Social Startup Studio",VIC,3051,,""
senvic,"Swinburne University Of Technology",VIC,3122,,""
senvic,"SYN Media",VIC,3000,http://syn.org.au/,"Arts and culture; Education and training; Media and communications"
senvic,"Tactiv Pty Ltd",QLD,4000,http://www.tactiv.net,""
senvic,"Talking Sticks",VIC,3070,https://www.talkingsticks.com.au/,""
senvic,"Tatura Community House Inc.",VIC,3616,https://www.tatcom.vic.edu.au/,""
senvic,"Team Kids",VIC,3204,,""
senvic,"TechForGood Australia",VIC,3000,,"IT and web design"
senvic,"The Arts Revolution Collective Co-operative Ltd",VIC,3350,,""
senvic,"The Big Issue",VIC,3182,https://thebigissue.org.au/,""
senvic,"The Center for Participation - Governance Mentors Enterprise",VIC,3400,,""
senvic,"The Common Bean Cafe",VIC,,,"Catering; cafe; restaurant; bar; baker"
senvic,"The Community Grocer",VIC,3000,http://thecommunitygrocer.com.au,"Community & Cultural Development; Food and beverage products"
senvic,"The Connectives Limited",VIC,,,""
senvic,"the Daily Routine",VIC,3161,https://thedailyroutine.co,""
senvic,"The Difference Incubator",VIC,3805,https://tdi.org.au,"Business services"
senvic,"The Dragonfly Collective",VIC,3207,http://dragonflycollective.com.au,""
senvic,"The Earth Village Community",VIC,,,""
senvic,"The GEO Group",VIC,3121,,""
senvic,"The Good Business Foundation",VIC,3216,http://www.goodbusinessfoundation.com.au/,""
senvic,"The House of Happy",VIC,3635,https://www.thehouseofhappy.com.au/,""
senvic,"The Impact People",VIC,3064,,"Business services"
senvic,"The Indian Bazaar",VIC,3030,https://www.theindianbazaar.com/,""
senvic,"The Intime Collective",VIC,3000,http://www.theintimecollective.com,""
senvic,"The Last Hurrah Funerals",VIC,,https://www.lasthurrahfunerals.com.au,""
senvic,"The Migrant Hub Inc",VIC,3030,,""
senvic,"The Multicultural Professional Network",QLD,4000,https://multiculturalprofessionalnetwork.com.au/,"education and training"
senvic,"The Oranges Toolkit",NSW,2060,https://www.theorangestoolkit.com.au/,"Education and training"
senvic,"The Salvation Army",VIC,3000,,""
senvic,"The Sanctuary Mallacoota Youth Group Inc",VIC,3892,https://www.facebook.com/SanctuaryMYG/,""
senvic,"The Social Studio",VIC,3066,https://www.thesocialstudio.org/,""
senvic,"The Swim Project",VIC,3141,http://www.theswimproject.com.au,""
senvic,"The Torch",VIC,3053,,"Arts and culture"
senvic,"The Usefulness Of Art",VIC,3070,http://www.tuoa.com.au,""
senvic,"The Welcome Project",VIC,3153,https://www.facebook.com/The-Welcome-Project-111855280311155/,""
senvic,"ThreeSistersBeautyco",VIC,3111,http://threesistersbeautyco.com,""
senvic,"Tnc Care Services",VIC,3202,http://www.tnccare.com.au,""
senvic,"To The Rescue",VIC,3741,,""
senvic,"Tonic Partners",VIC,3121,http://www.tonicpartners.com.au/content/home,""
senvic,"Toy Libraries Australia",VIC,,https://www.toylibraries.org.au/,""
senvic,"Transurban",VIC,3000,,""
senvic,"Trentham Neighbourhood Centre",VIC,3458,http://trenthamnc.org.au,""
senvic,"Triple H 96.5 FM",VIC,3400,,""
senvic,"Tuning Relationships with Music",VIC,3095,https://tuningrelationshipswithmusic.com,""
senvic,"Two Square Pegs",VIC,3068,http://www.twosquarepegs.com/,"Education and training"
senvic,"U3A Hepburn Shire Inc",VIC,3460,,""
senvic,"U3A Horsham & District Inc",VIC,3400,https://www.horshamu3a.org.au/,""
senvic,"Unbound",VIC,3051,https://unbound.edu.au,""
senvic,"Understorey",VIC,,https://www.understorey.co,"Business services"
senvic,"Unidex Healthcare",QLD,4215,,""
senvic,"Unison Property Corporation",VIC,3031,,"Cleaning; housekeeping & laundry services; Gardening; landscaping; fencing; Recycling and waste management"
senvic,"United Way",VIC,3350,,""
senvic,"Uniting Care Victoria and Tasmania",VIC,3353,,""
senvic,"Uniting Early Learning ( Buninyong Pre School)",VIC,3357,,""
senvic,"Uniting Early Learning ( Hopetoun Child Card service",VIC,3397,,""
senvic,"Uniting Early Learning ( Jubilee Kindergarten)",VIC,3350,,""
senvic,"Uniting Early Learning (Cardigan Village Kindergarten)",VIC,3352,,""
senvic,"Uniting Early Learning Kaniva",VIC,3352,,""
senvic,"Uniting Early Learning Warracknabeal",VIC,3393,,""
senvic,"Uniting Vic Tas",VIC,3149,https://www.unitingvictas.org.au/,""
senvic,"Unknown Yet",VIC,3042,,""
senvic,"UPmovement",VIC,3079,https://www.upmovement.co/,""
senvic,"Upper Murray Regional Neighbourhood House Network",VIC,3673,https://www.uppermurraynhn.org,"Community & Cultural Development"
senvic,"VACRO",VIC,3000,,""
senvic,"Venus Bay Community Centre",VIC,3956,http://www.vbcc.org.au,"Community & Cultural Development; Opportunity shops and secondhand shops"
senvic,"Vermilion Project",VIC,,,""
senvic,"Vfmc",VIC,3000,,""
senvic,"Vichealth",VIC,3011,,""
senvic,"Victoria Street Pharmacy",VIC,3350,https://www.ufs.com.au,""
senvic,"Victorian Aboriginal Legal Service Co-operative Ltd",VIC,3350,http://www.vals.org.au/,""
senvic,"Villa Maria Catholic Homes (VMCH Providence Aged Care Residence)",VIC,3340,,"Gardening; landscaping; fencing"
senvic,"Vinnies Alfredton",VIC,3350,https://www.opshop.org,""
senvic,"Vinnies Ararat",VIC,3377,https://www.opshop.org,""
senvic,"Vinnies Bacchus Marsh",VIC,3340,https://www.vinnies.org.au,""
senvic,"Vinnies Ballarat",VIC,3350,https://www.vinnies.org.au/shops/view/351,""
senvic,"Vinnies Daylesford",VIC,3460,https://www.vinnies.org.au/shops/view/371,""
senvic,"Vinnies Horsham",VIC,3400,https://www.vinnies.org.au/shops/view/390,""
senvic,"Vinnies Sebastopol",VIC,3356,https://www.vinnies.org.au/shops/view/427,""
senvic,"Vinnies Wendouree",VIC,3355,https://www.vinnies.org.au/shops/view/442,""
senvic,"Virtual Contact Centre",VIC,,,""
senvic,"Virtual Contact Centre Limited",VIC,3453,https://virtualcc.org.au,"Business services"
senvic,"Vision Australia",VIC,3355,https://www.visionaustralia.org/,""
senvic,"VMCH",VIC,3002,https://vmch.com.au,""
senvic,"Voice FM",VIC,3350,https://www.voicefm.org.au/,""
senvic,"Voice Of Health",VIC,3196,,""
senvic,"Vollie",VIC,3205,https://www.vollie.com.au,""
senvic,"Wail Nursery",VIC,3401,https://www.bglc.com.au/wail-nursery,""
senvic,"Wangaratta Community Gardens",VIC,3677,https://www.facebook.com/wangarattacommunitygarden,""
senvic,"War on Waste Cartel",VIC,,,""
senvic,"Warracknabeal Arts Council",VIC,3393,,""
senvic,"Wattle Pathways",VIC,3175,https://www.wattlepathways.com.au/,"education and training"
senvic,"Waverley Social Enterprise",VIC,,,""
senvic,"WCMA",VIC,3400,,""
senvic,"WDEA Works",VIC,3280,https://www.wdeaworks.org.au/ndis-social-enterprises,"Building and maintenance trades; Opportunity shops and secondhand shops; Packaging; distribution and storage; Recycling and waste management"
senvic,"We Are Your Friends Consulting",VIC,3150,http://www.wayfconsulting.com,""
senvic,"We Teach Well",VIC,3206,https://www.weteachwell.com/,""
senvic,"Wear it Proud",VIC,3047,,"Clothing and personal accessories"
senvic,"Wear Less Noise",VIC,3057,https://wearlessnoise.com.au/,""
senvic,"Welcome Merchant",NSW,2130,,"Catering; cafe; restaurant; bar; baker; Community & Cultural Development; Festivals and events; Food and beverage products; Social Enterprise Groups"
senvic,"Wellbeing Face Pty Ltd - Global Joy of Work Mission",VIC,3182,https://www.wellbeingface.com,"education and training"
senvic,"Wendouree Pharmacy",VIC,3355,,""
senvic,"Wendouree Salvos",VIC,3355,https://www.salvosstores.com.au/stores/vic/3355-wendouree-507,""
senvic,"WeShift",VIC,3189,https://www.weshift.com.au,"personal and social care"
senvic,"West Wimmera Community Arts Society",VIC,3318,https://www.rav.net.au/mem,""
senvic,"Western District Employment Access (WDEA) Ararat",VIC,3318,https://www.wdeaworks.org.au/,""
senvic,"Western District Employment Access (WDEA) Ballarat",VIC,3350,https://www.wdeaworks.org.au/,""
senvic,"Western District Employment Access (WDEA) Daylesford",VIC,3377,https://www.wdeaworks.org.au/,""
senvic,"Western District Employment Access (WDEA) Horsham",VIC,3400,https://www.wdeaworks.org.au/,""
senvic,"Western District Employment Access (WDEA) Stawell",VIC,3380,https://www.wdeaworks.org.au/,""
senvic,"Western District Employment Access (WDEA) Warracknabeal",VIC,3393,https://www.wdeaworks.org.au/,""
senvic,"Westpac Foundation",VIC,3000,https://www.westpac.com.au/about-westpac/our-foundations/westpac-foundation/,""
senvic,"Where Is My Coffee?",VIC,3677,https://www.vmchcafe.com.au/,"Catering; cafe; restaurant; bar; baker"
senvic,"White Lion",VIC,3003,http://www.whitelion.org.au,""
senvic,"Whittlesea Community Connections",VIC,3076,http://www.whittleseacommunityconnections.org.au,""
senvic,"Wholistic Vitality (Current Organisation, Not Yet Social Enterprise)",VIC,3931,,""
senvic,"Wild nation",VIC,3195,http://wildnation.net,""
senvic,"Wild Timor Coffee",VIC,,,""
senvic,"Wilderness Collective",VIC,3892,,"Community & Cultural Development; Education and training"
senvic,"Wildlife Wonders",VIC,3233,https://www.wildlifewonders.org.au,"Tourism"
senvic,"Wimmera Machinery Field Days Inc",VIC,3401,,""
senvic,"Wimmera UnitingCare Ararat",VIC,3377,https://www.unitingvictas.org.au/locations/,""
senvic,"Wimmera UnitingCare Horsham",VIC,3400,https://www.unitingvictas.org.au/locations/,""
senvic,"Wimmera UnitingCare Stawell",VIC,3380,https://www.wuc.org.au,""
senvic,"Winchelsea Community House",VIC,3241,https://winchhouse.org.au,""
senvic,"Windarring Gardeners",VIC,3444,https://www.windarring.org.au/,"Employment; Gardening; landscaping; fencing"
senvic,"Windarring Recycled Shop",VIC,3450,https://www.windarring.org.au/,"Clothing and personal accessories; Employment; Furniture and home goods; Opportunity shops and secondhand shops; Recycling and waste management"
senvic,"Wintringham Brown Hill",VIC,3350,https://www.wintringham.org.au/ballarat_brown_hill.html,""
senvic,"Wintringham Creswick",VIC,3363,https://www.wintringham.org.au/,""
senvic,"Wintringham St Arnaud",VIC,3363,https://www.wintringham.org.au/ballarat_brown_hill.html,""
senvic,"Wise Employment Ltd.",VIC,3051,,""
senvic,"Wise Foundation",VIC,3205,http://www.wisefoundation.com.au/,"Employment"
senvic,"WomanGoingPlaces",VIC,3934,https://womangoingplaces.com.au,"Media and communications"
senvic,"Wombat Regional Arts Network",VIC,3342,https://www.wombatarts.org/,""
senvic,"Women in Work",VIC,,,""
senvic,"Women Support Incorporated",VIC,,,""
senvic,"Women's Art Register/ The Boite",VIC,3195,https://www.womensartregister.org/,""
senvic,"Women's Property Initiatives",VIC,3000,https://www.propertyinitiatives.com.au,""
senvic,"Wood Worx",VIC,3400,http://caei.com.au/,""
senvic,"wood4good pty ltd",VIC,3550,http://www.wood4good.com.au,""
senvic,"Woomelang Trading Co-operative Ltd",VIC,3485,,""
senvic,"Work For The Soul",VIC,3072,https://workforthesoul.org.au,""
senvic,"World Vision Australia (t/a Change Coffee)",VIC,3151,https://www.changecoffee.com.au,"food and beverage products"
senvic,"Worthy Cause",VIC,3004,https://www.worthy-cause.com.au,"Catering; cafe; restaurant; bar; baker; Education and training; Employment; Festivals and events; Food and beverage products"
senvic,"Wozzle Wearhouse - Ballarat Store",VIC,3350,https://www.opshop.org/details/Wozzle-Warehouse-Ballarat,""
senvic,"Wozzle Wearhouse - Wendouree Store",VIC,3355,,""
senvic,"Wozzle Wearhouse -Sebastopol Store",VIC,3356,,""
senvic,"Wozzle’s Wearhouse - Operations Centre",VIC,3355,,""
senvic,"Wsp",SA,5000,,""
senvic,"Wyld Work Projects",VIC,3220,,"Agriculture; Arts and culture; Community & Cultural Development; Education and training; Gardening; landscaping; fencing; Mental health and wellbeing; Personal and social care"
senvic,"WYN Hub",VIC,3029,https://www.linkedin.com/company/wyn-hub,"business services"
senvic,"WYNBUS",VIC,3030,https://wynbus.org.au,"Personal and social care; Transport"
senvic,"Yarra Plenty Regional Library (Yprl)",VIC,3095,https://www.yprl.vic.gov.au,""
senvic,"Ygap",VIC,3121,https://ygap.org/,""
senvic,"Yilam",VIC,3217,,"Business services; Community & Cultural Development; Education and training; Policy and research; Tourism"
senvic,"YLab",VIC,3000,https://www.ylab.global/,"Impact and evaluation"
senvic,"YMCA Geelong",VIC,3331,https://www.geelong.ymca.org.au/,""
senvic,"YMCA ReBuild",VIC,3054,http://bridgeproject.ymca.org.au/,""
senvic,"YMCA Whittlesea",VIC,3752,https://whittlesea.ymca.org.au/?gclid=Cj0KCQjwk8b7BRCaARIsAARRTL7F0BGkI0cuSujhUDzg3yWY-pQEpGt5Ll35pIHjwnc4if0qLHcQmIwaAhHIEALw_wcB,""
senvic,"Yoga for Pain Care Australia",VIC,3000,,""
senvic,"Young Change Agents",NSW,2046,https://youngchangeagents.com,""
senvic,"Youth Development Australia trading as Youthworx",VIC,3056,https://youthworx.org.au/,""
senvic,"Youth Enterprises Australia",VIC,3122,,"Business services"
senvic,"Youth Gurus",VIC,3231,https://www.youthgurus.com.au/,""
senvic,"Youth Projects Ltd",VIC,3000,https://www.youthprojects.org.au/,""
senvic,"Yume",VIC,3181,https://yumefood.com.au/home,""
senvic,"Zendesk",VIC,,,""
senvic,"Zero Plastics Australia",VIC,3356,,"Manufacturing; Recycling and waste management"
senvic,"ZeroTag",VIC,3006,https://www.zerotag.au,"IT and web design; Packaging; distribution and storage"
senvic,"Zoe Support Australia",VIC,3500,https://www.zoesupport.com.au,""
secna,"Studio A",NSW,,https://www.studioa.org.au,""
secna,"GG's Flowers",NSW,,http://www.ggsflowers.com.au,""
secna,"Your 100 Year Life Pty Ltd",NSW,,https://your100yearlife.com,""
secna,"Radicalbox",NSW,,http://www.radicalbox.com.au,""
secna,"Digital Storytellers",NSW,,http://digitalstorytellers.com.au,""
secna,"BackTrack Works",NSW,,https://www.backtrack.org.au,""
secna,"Earth Worthy",NSW,,https://www.earthworthy.co,""
secna,"SEVENTEENx",NSW,,https://www.seventeensdg.com,""
secna,"It Takes a Team",NSW,,https://www.ittakesateam.com.au/,"Health and Wellness"
secna,"disinfluencer.co",NSW,,,""
secna,"Burn Bright",NSW,,http://burnbright.org.au,""
secna,"Arise Foundation",NSW,,https://www.arisefoundation.org.au,""
secna,"Hotel Etico",NSW,,,""
secna,"Strategic Solutions",NSW,,,"Professional Services"
secna,"Bondi Innovation Alliance",NSW,,https://bondiinnovation.com.au/,""
secna,"Social Impact Hub",NSW,,http://www.socialimpacthub.org/about/,""
secna,"Bambuddha Group",NSW,,https://www.bambuddhagroup.com/,"Professional Services; Employment and Livelihoods; Justice and Anti-Recidivism; Women"
secna,"Australian Social Value Bank",NSW,,https://www.asvb.com.au,"Professional Services; Finance and Funding; Health and Community Services; Charities and Social Enterprises; Housing and Basic Needs"
secna,"Umbo",NSW,,,"Health and Community Services; Charities and Social Enterprises; Children and Youth; Disability and Neurodivergence; Employment and Livelihoods; Health and Wellness; Refugees and Migrants; Seniors and Older People"
secna,"NFP Guide",NSW,,https://nfpguide.com.au/,"Professional Services; Education; Finance and Funding; Training and Employment; Charities and Social Enterprises; Community and Connection; Health and Wellness"
secna,"Forward Thinking Design (also t/as FTD Circular)",NSW,,,"Circular Economy; Furniture and Furnishings; Professional Services; Training and Employment; Waste Management; Animal Welfare; Charities and Social Enterprises; Community and Connection; Disability and Neurodivergence; Employment and Livelihoods; Environment and Sustainability; Health and Wellness; Housing and Basic Needs; LGBTQI+; Local Economic Development; Women"
secna,"The Big Feed",NSW,,https://www.thebigfeed.org.au/,"Education; Health and Community Services; Professional Services; Charities and Social Enterprises; Community and Connection; Health and Wellness; Local Economic Development"
secna,"Allara Creative",NSW,,https://www.allaracreative.com.au,"Retail and Wholesale Trade; Employment and Livelihoods; Refugees and Migrants; Women"
secna,"Solutions2you Pty Ltd",NSW,,https://www.solutions2you.com.au,"Education; Finance and Funding; Health and Community Services; Professional Services; Training and Employment; Other; Children and Youth; Health and Wellness; Human Rights; Local Economic Development; Women"
secna,"Revolve Recycling",NSW,,https://revolverecycling.net/,"Professional Services; Circular Economy; Manufacturing and Assembly; Retail and Wholesale Trade; Arts and Recreation; Training and Employment; Refugees and Migrants; Charities and Social Enterprises; Children and Youth; Environment and Sustainability; First Nations People"
secna,"Underwear for Humanity",NSW,,https://underwearforhumanity.com.au/,"Circular Economy; Retail and Wholesale Trade; Environment and Sustainability; First Nations People; Refugees and Migrants"
secna,"Stepping Stone Social Enterprise Limited",NSW,,https://www.cafesteppingstone.com,"Cafe and Restaurant; Catering; Circular Economy; Training and Employment; Refugees and Migrants; Employment and Livelihoods; Women"
secna,"Human Quotient Group Pty Ltd",NSW,,https://www.humanquotient.com.au,"Professional Services; Childcare; Property and Space Hire; Training and Employment; Event Management; Transport Logistics and Fulfilment; Domestic Violence and Crisis Support; Health and Wellness; Employment and Livelihoods; Community and Connection; Women"
secna,"Seer Data & Analytics",NSW,,https://seerdata.ai,"Professional Services; Other; Charities and Social Enterprises; Children and Youth; Community and Connection; Disability and Neurodivergence; Domestic Violence and Crisis Support; Employment and Livelihoods; First Nations People; Health and Wellness; Human Rights; Other"
secna,"Auroraz Soulful Gifts",NSW,,,"Retail and Wholesale Trade; Charities and Social Enterprises; Disability and Neurodivergence; Women"
secna,"Benefolk",NSW,,,"Professional Services; Education; Finance and Funding; Health and Community Services; Community and Connection; Environment and Sustainability"
secna,"Muru Mittigar Limited",NSW,,https://www.murumittigar.com.au,"Arts and Recreation; Food Production and Agriculture; Gardening and Landscaping; Professional Services; Travel and Tourism; Community and Connection; Environment and Sustainability; First Nations People"
secna,"CommUnity Construction",NSW,,https://communityconstruction.com.au/,"Professional Services; Construction; Training and Employment; Employment and Livelihoods; Refugees and Migrants; Women"
secna,"The Global Collective Group Pty Ltd",NSW,,https://www.theglobalcollective.co,"Professional Services; Health and Community Services; Retail and Wholesale Trade; Transport Logistics and Fulfilment; First Nations People; Women"
secna,"Base Soaps",NSW,,http://www.basesoaps.com.au,"Circular Economy; Retail and Wholesale Trade; Health and Community Services; Manufacturing and Assembly; Professional Services; Charities and Social Enterprises; Environment and Sustainability; First Nations People; Health and Wellness; Children and Youth"
secna,"Unlimited You",NSW,,http://www.unlimitedxyou.com/,"Education; Health and Community Services; Professional Services; Training and Employment; Community and Connection; Health and Wellness; Women"
secna,"Medius Dei Limited t/a Church Grounds",NSW,,https://www.churchgrounds.org,"Training and Employment; Professional Services; Transport Logistics and Fulfilment; Community and Connection; Disability and Neurodivergence; Employment and Livelihoods; Refugees and Migrants"
secna,"Social Change Central",NSW,,https://www.socialchangecentral.com/,"Education; Finance and Funding; Professional Services; Training and Employment; Charities and Social Enterprises"
secna,"Think+DO Tank Foundation",NSW,,https://foundation.thinkanddotank.net.au/,"Arts and Recreation; Catering; Education; Event Management; Food Production and Agriculture; Health and Community Services; Professional Services; Property and Space Hire; Retail and Wholesale Trade; Training and Employment; Arts and Culture; Charities and Social Enterprises; Children and Youth; Community and Connection; Employment and Livelihoods; Health and Wellness; Human Rights; Justice and Anti-Recidivism; LGBTQI+; Local Economic Development; Refugees and Migrants; Women"
secna,"Earthica",NSW,,https://www.earthica.com.au/,"Training and Employment; Manufacturing and Assembly; Retail and Wholesale Trade; Arts and Culture; Employment and Livelihoods; Women"
secna,"Indigenous Futures Foundation",NSW,,https://www.futures.org.au,"Food Production and Agriculture; Education; Professional Services; First Nations People"
secna,"Digital Purpose",NSW,,https://www.digitalpurpose.com.au,"Professional Services; Environment and Sustainability; Health and Wellness; Employment and Livelihoods; Women"
secna,"The Sustainable Gardener",NSW,,https://www.thesustainablegardener.com.au/,"Food Production and Agriculture; Gardening and Landscaping; Professional Services; Health and Community Services; Education; Training and Employment; Environment and Sustainability; Disability and Neurodivergence; Employment and Livelihoods"
secna,"Decision Revolution",NSW,,https://www.decisionrevolution.com,"Professional Services; Training and Employment; Charities and Social Enterprises; Women"
secna,"Evalue8 Sustainability",NSW,,http://evalue8.net,"Professional Services; Environment and Sustainability"
secna,"Impact10x",NSW,,https://www.Impact10x.au,"Professional Services; Refugees and Migrants; Charities and Social Enterprises; Children and Youth"
secna,"Ethical Law",NSW,,https://www.ethicallaw.com.au/,"Professional Services; Arts and Culture; Charities and Social Enterprises"
secna,"CuriousWorks",NSW,,https://curiousworks.com.au/,"Arts and Recreation; Education; Professional Services; Arts and Culture; Children and Youth; Employment and Livelihoods; Refugees and Migrants"
secna,"Superyard",NSW,,https://www.superyard.com.au,"Professional Services; Circular Economy; Construction; Training and Employment; Charities and Social Enterprises; Community and Connection; Environment and Sustainability"
secna,"Accessilife",NSW,,,"Health and Community Services; Seniors and Older People; Community and Connection; Disability and Neurodivergence"
secna,"BlockTexx",NSW,,https://www.blocktexx.com,"Manufacturing and Assembly; Charities and Social Enterprises; Environment and Sustainability; Employment and Livelihoods"
secna,"CandleXchange",NSW,,https://candlexchange.com.au/,"Circular Economy; Retail and Wholesale Trade; Charities and Social Enterprises; Community and Connection; Domestic Violence and Crisis Support; Environment and Sustainability; Refugees and Migrants"
secna,"White Box Enterprises",NSW,,https://www.whiteboxenterprises.com.au,"Professional Services; Training and Employment; Finance and Funding; Employment and Livelihoods; Refugees and Migrants"
secna,"The Easy Read Toolbox",NSW,,,"Education; Health and Community Services; Professional Services; Training and Employment; Arts and Culture; Children and Youth; Disability and Neurodivergence; Employment and Livelihoods; Refugees and Migrants; Seniors and Older People; Women"
secna,"Glow Up Careers Pty Ltd",NSW,,https://www.glowupcareers.com,"Corporate Volunteering; HR and Recruitment; Training and Employment; Employment and Livelihoods; Refugees and Migrants; Women"
secna,"Gedera & Co",NSW,,https://www.gederaandco.com.au/,"Food Production and Agriculture; Manufacturing and Assembly; Disability and Neurodivergence; Environment and Sustainability; Women"
