"Table_Number","Year","Measure","Age","Sex","Indigenous_Status","Remoteness","Year_Dollars","Description1","Description2","Description3","Description4","Description5","Description6","Description7","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Aust"
"6A.1","2020-21","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Recurrent expenditure","Total salaries and payments","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","3928.8","3538.4","2472.9","1452.8","937.2","257.7","165.8","372.1","13125.7"
"6A.1","2020-21","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Recurrent expenditure","Other recurrent expenditure","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","728.2","836.6","443.5","395.6","217.2","109.8","47.2","91.4","2869.4"
"6A.1","2020-21","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Recurrent expenditure","Depreciation","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","266.5","282.3","108.5","116.7","51.8","16.7","9.4","27.2","879.0"
"6A.1","2020-21","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Recurrent expenditure","Total recurrent expenditure","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","4923.5","4657.2","3024.8","1965.1","1206.1","384.2","222.4","490.7","16874.1"
"6A.1","2020-21","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Net recurrent expenditure","Revenue from own sources (ROS)","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","184.4","38.7","181.3","53.7","127.7","67.0","1.5","18.5","672.9"
"6A.1","2020-21","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Net recurrent expenditure","Total recurrent expenditure less ROS and payroll tax","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","4596.7","4467.6","2843.5","1833.4","1036.7","317.1","220.8","453.9","15769.8"
"6A.1","2020-21","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Capital expenditure","User cost of capital","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","139.5","288.1","120.2","80.4","29.9","13.9","5.1","30.3","707.2"
"6A.1","2020-21","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Capital expenditure","Capital expenditure","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","229.0","264.8","157.1","105.3","21.9","12.6","8.4","60.5","859.6"
"6A.1","2020-21","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Expenditure aggregates","Total cash expenditure","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","4743.6","4488.8","3073.5","1875.7","1134.6","380.1","221.4","505.6","16423.3"
"6A.1","2020-21","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Expenditure aggregates","Total accrual costs","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","5063.1","4945.3","3145.0","2045.5","1236.0","398.0","227.5","520.9","17581.3"
"6A.1","2020-21","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Staffing costs","Average police staff costs","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","190417","185165","164435","175686","176365","148184","172940","248331","181205"
"6A.1","2020-21","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Staffing costs","Average non-police staff costs","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$","133252","88477","125025","105140","97315","121417","113465","77678","109393"
"6A.1","2020-21","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Value of assets","Land","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","595005","761733","531586","234206","94669","53430","42363","19201","2332193"
"6A.1","2020-21","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Value of assets","Buildings and fittings","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","1109766","3154508","1174067","666075","315284","148519","51905","331189","6951313"
"6A.1","2020-21","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Value of assets","Other","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","634278","446201","328232","338829","57937","24655","11520","46966","1888619"
"6A.1","2020-21","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Value of assets","Total value of assets","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$'000","2339049","4362442","2033884","1239110","467890","226605","105788","397357","11172125"
"6A.1","2020-21","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Real recurrent expenditure","","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product","$m","4736.3","4755.7","2963.7","1913.8","1066.6","331.0","225.9","484.1","16477.0"
"6A.1","2020-21","Recurrent expenditure","All ages","All people","All people","All areas","2024-25 dollars","Police services expenditure","Real recurrent expenditure per person in the population","","","","","","","Derived from State and territory governments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product; ABS National state and territory population - December","$","585.14","724.15","571.66","701.48","594.37","589.04","504.67","1953.62","642.86"
