"Table_Number","Year","Measure","Age","Sex","Indigenous_Status","Remoteness","Year_Dollars","Description1","Description2","Description3","Description4","Description5","Description6","Description7","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Aust"
"6A.15","2023-24","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Number","Sexual assault","","","","95%CI","Derived from ABS Crime Victimisation","'000","np","np","np","np","np","np","np","np","24.2"
"6A.15","2023-24","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Per 100000 people","Physical assault","","","","","Derived from ABS Crime Victimisation","rate","1298.1","1666.4","2031.4","1429.3","1912.8","2524.9","970.4","4608.1","1676.7"
"6A.15","2023-24","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Per 100000 people","Physical assault","","","","95%CI","Derived from ABS Crime Victimisation","rate","312.9","421.3","493.7","649.9","626.1","786.9","781.7","1643.8","180.7"
"6A.15","2023-24","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Per 100000 people","Threatened assault","","","","","Derived from ABS Crime Victimisation","rate","1621.9","2072.7","2431.8","2286.0","1721.5","2758.3","2857.1","5190.7","2061.7"
"6A.15","2023-24","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Per 100000 people","Threatened assault","","","","95%CI","Derived from ABS Crime Victimisation","rate","346.5","601.3","562.4","569.0","533.1","756.9","1232.0","1861.8","262.7"
"6A.15","2023-24","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Per 100000 people","Robbery","","","","","Derived from ABS Crime Victimisation","rate","np","np","np","np","np","np","np","np","234.3"
"6A.15","2023-24","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Per 100000 people","Robbery","","","","95%CI","Derived from ABS Crime Victimisation","rate","np","np","np","np","np","np","np","np","101.5"
"6A.15","2023-24","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Per 100000 people","Sexual assault","","","","","Derived from ABS Crime Victimisation","rate","np","np","np","np","np","np","np","np","503.7"
"6A.15","2023-24","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Per 100000 people","Sexual assault","","","","95%CI","Derived from ABS Crime Victimisation","rate","np","np","np","np","np","np","np","np","117.5"
"6A.15","2022-23","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Number","Physical assault","","","","","ABS Crime Victimisation","'000","82.2","87.9","98.6","41.6","21.0","8.4","4.2","6.3","358.5"
"6A.15","2022-23","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Number","Physical assault","","","","95%CI","Derived from ABS Crime Victimisation","'000","16.3","21.7","24.4","12.5","7.2","3.3","2.9","2.9","42.2"
"6A.15","2022-23","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Number","Threatened assault","","","","","ABS Crime Victimisation","'000","127.3","106.6","117.6","62.8","27.9","8.5","7.3","6.4","459.8"
"6A.15","2022-23","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Number","Threatened assault","","","","95%CI","Derived from ABS Crime Victimisation","'000","25.4","31.3","24.2","19.8","9.9","2.5","3.5","2.5","61.3"
"6A.15","2022-23","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Number","Robbery","","","","","ABS Crime Victimisation","'000","np","np","np","np","np","np","np","np","51.7"
"6A.15","2022-23","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Number","Robbery","","","","95%CI","Derived from ABS Crime Victimisation","'000","np","np","np","np","np","np","np","np","16.3"
"6A.15","2022-23","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Number","Sexual assault","","","","","ABS Crime Victimisation","'000","np","np","np","np","np","np","np","np","89.1"
"6A.15","2022-23","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Number","Sexual assault","","","","95%CI","Derived from ABS Crime Victimisation","'000","np","np","np","np","np","np","np","np","22.9"
"6A.15","2022-23","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Per 100000 people","Physical assault","","","","","Derived from ABS Crime Victimisation; ABS (unpublished) Crime Victimisation Australia","rate","1251.7","1630.9","2324.9","1881.2","1421.3","1801.4","1173.5","4214.0","1718.6"
"6A.15","2022-23","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Per 100000 people","Physical assault","","","","95%CI","Derived from ABS Crime Victimisation; ABS (unpublished) Crime Victimisation Australia","rate","247.8","402.8","574.2","564.1","490.3","699.1","814.2","1908.0","202.1"
"6A.15","2022-23","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Per 100000 people","Threatened assault","","","","","Derived from ABS Crime Victimisation; ABS (unpublished) Crime Victimisation Australia","rate","1938.5","1977.8","2772.9","2839.8","1888.3","1822.9","2039.7","4280.9","2204.2"
"6A.15","2022-23","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Per 100000 people","Threatened assault","","","","95%CI","Derived from ABS Crime Victimisation; ABS (unpublished) Crime Victimisation Australia","rate","387.5","581.5","570.7","896.1","669.9","528.8","983.5","1644.6","293.8"
"6A.15","2022-23","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Per 100000 people","Robbery","","","","","Derived from ABS Crime Victimisation; ABS (unpublished) Crime Victimisation Australia","rate","np","np","np","np","np","np","np","np","247.8"
"6A.15","2022-23","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Per 100000 people","Robbery","","","","95%CI","Derived from ABS Crime Victimisation; ABS (unpublished) Crime Victimisation Australia","rate","np","np","np","np","np","np","np","np","78.2"
"6A.15","2022-23","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Per 100000 people","Sexual assault","","","","","Derived from ABS Crime Victimisation; ABS (unpublished) Crime Victimisation Australia","rate","np","np","np","np","np","np","np","np","495.8"
"6A.15","2022-23","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Per 100000 people","Sexual assault","","","","95%CI","Derived from ABS Crime Victimisation; ABS (unpublished) Crime Victimisation Australia","rate","np","np","np","np","np","np","np","np","127.3"
"6A.15","2021-22","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Number","Physical assault","","","","","ABS Crime Victimisation","'000","99.1","96.8","97.0","49.6","23.1","8.9","3.5","5.1","386.0"
"6A.15","2021-22","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Number","Physical assault","","","","95%CI","Derived from ABS Crime Victimisation","'000","22.5","29.0","24.7","13.1","6.6","2.9","np","2.0","49.9"
"6A.15","2021-22","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Number","Threatened assault","","","","","ABS Crime Victimisation","'000","106.7","112.5","88.6","70.4","33.9","12.9","10.2","6.8","441.9"
"6A.15","2021-22","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Number","Threatened assault","","","","95%CI","Derived from ABS Crime Victimisation","'000","23.8","27.8","18.8","16.6","9.0","3.6","5.5","2.0","51.1"
"6A.15","2021-22","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Number","Robbery","","","","","ABS Crime Victimisation","'000","np","np","np","np","np","np","np","np","54.2"
"6A.15","2021-22","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Number","Robbery","","","","95%CI","Derived from ABS Crime Victimisation","'000","np","np","np","np","np","np","np","np","18.0"
"6A.15","2021-22","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Number","Sexual assault","","","","","ABS Crime Victimisation","'000","np","np","np","np","np","np","np","np","94.4"
"6A.15","2021-22","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Number","Sexual assault","","","","95%CI","Derived from ABS Crime Victimisation","'000","np","np","np","np","np","np","np","np","22.8"
"6A.15","2021-22","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Per 100000 people","Physical assault","","","","","Derived from ABS Crime Victimisation; ABS Crime Victimisation Australia","rate","1541.0","1842.5","2345.4","2301.9","1588.6","1917.7","1000.0","3476.5","1893.1"
"6A.15","2021-22","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Per 100000 people","Physical assault","","","","95%CI","Derived from ABS Crime Victimisation; ABS Crime Victimisation Australia","rate","350.4","552.5","597.6","609.1","454.6","627.7","np","1362.8","244.9"
"6A.15","2021-22","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Per 100000 people","Threatened assault","","","","","Derived from ABS Crime Victimisation; ABS Crime Victimisation Australia","rate","1659.2","2141.3","2142.3","3267.3","2331.3","2779.6","2914.3","4635.3","2167.2"
"6A.15","2021-22","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Per 100000 people","Threatened assault","","","","95%CI","Derived from ABS Crime Victimisation; ABS Crime Victimisation Australia","rate","370.7","528.8","453.5","768.5","616.9","768.2","1570.8","1390.0","250.6"
"6A.15","2021-22","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Per 100000 people","Robbery","","","","","Derived from ABS Crime Victimisation; ABS Crime Victimisation Australia","rate","np","np","np","np","np","np","np","np","265.8"
"6A.15","2021-22","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Per 100000 people","Robbery","","","","95%CI","Derived from ABS Crime Victimisation; ABS Crime Victimisation Australia","rate","np","np","np","np","np","np","np","np","88.0"
"6A.15","2021-22","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Per 100000 people","Sexual assault","","","","","Derived from ABS Crime Victimisation; ABS Crime Victimisation Australia","rate","np","np","np","np","np","np","np","np","484.1"
"6A.15","2021-22","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Per 100000 people","Sexual assault","","","","95%CI","Derived from ABS Crime Victimisation; ABS Crime Victimisation Australia","rate","np","np","np","np","np","np","np","np","116.7"
"6A.15","2020-21","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Number","Physical assault","","","","","ABS Crime Victimisation","'000","123.2","79.4","94.4","53.4","42.1","11.2","5.9","3.7","412.5"
"6A.15","2020-21","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Number","Physical assault","","","","95%CI","Derived from ABS Crime Victimisation","'000","23.2","28.9","17.4","15.2","9.6","3.0","3.2","1.8","54.2"
"6A.15","2020-21","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Number","Threatened assault","","","","","ABS Crime Victimisation","'000","119.5","101.1","111.8","51.3","29.6","11.6","6.5","4.6","444.4"
"6A.15","2020-21","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Number","Threatened assault","","","","95%CI","Derived from ABS Crime Victimisation","'000","31.4","21.6","25.2","18.1","7.9","3.6","3.6","2.1","44.4"
"6A.15","2020-21","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Number","Robbery","","","","","ABS Crime Victimisation","'000","np","np","np","np","np","np","np","np","54.2"
"6A.15","2020-21","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Number","Robbery","","","","95%CI","Derived from ABS Crime Victimisation","'000","np","np","np","np","np","np","np","np","19.1"
"6A.15","2020-21","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Number","Sexual assault","","","","","ABS Crime Victimisation","'000","np","np","np","np","np","np","np","np","104.1"
"6A.15","2020-21","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Number","Sexual assault","","","","95%CI","Derived from ABS Crime Victimisation","'000","np","np","np","np","np","np","np","np","23.3"
"6A.15","2020-21","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Per 100000 people","Physical assault","","","","","Derived from ABS Crime Victimisation; ABS Crime Victimisation Australia","rate","1898.0","1486.2","2324.0","2573.2","2965.6","2560.0","1781.9","2546.5","2031.6"
"6A.15","2020-21","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Per 100000 people","Physical assault","","","","95%CI","Derived from ABS Crime Victimisation; ABS Crime Victimisation Australia","rate","357.1","541.8","428.2","731.3","674.3","677.4","957.0","1212.8","266.8"
"6A.15","2020-21","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Per 100000 people","Threatened assault","","","","","Derived from ABS Crime Victimisation; ABS Crime Victimisation Australia","rate","1841.0","1892.4","2752.3","2472.1","2085.1","2651.4","1963.2","3165.9","2188.8"
"6A.15","2020-21","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Per 100000 people","Threatened assault","","","","95%CI","Derived from ABS Crime Victimisation; ABS Crime Victimisation Australia","rate","483.5","404.3","620.4","872.1","555.8","815.9","1073.5","1476.8","218.8"
"6A.15","2020-21","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Per 100000 people","Robbery","","","","","Derived from ABS Crime Victimisation; ABS Crime Victimisation Australia","rate","np","np","np","np","np","np","np","np","266.9"
"6A.15","2020-21","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Per 100000 people","Robbery","","","","95%CI","Derived from ABS Crime Victimisation; ABS Crime Victimisation Australia","rate","np","np","np","np","np","np","np","np","94.2"
"6A.15","2020-21","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Per 100000 people","Sexual assault","","","","","Derived from ABS Crime Victimisation; ABS Crime Victimisation Australia","rate","np","np","np","np","np","np","np","np","536.3"
"6A.15","2020-21","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Per 100000 people","Sexual assault","","","","95%CI","Derived from ABS Crime Victimisation; ABS Crime Victimisation Australia","rate","np","np","np","np","np","np","np","np","119.8"
"6A.15","2019-20","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Number","Physical assault","","","","","ABS Crime Victimisation","'000","147.0","98.6","107.3","61.7","29.5","10.6","5.8","3.4","467.8"
"6A.15","2019-20","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Number","Physical assault","","","","95%CI","Derived from ABS Crime Victimisation","'000","25.6","20.7","15.1","14.6","6.0","3.1","3.2","1.4","34.8"
"6A.15","2019-20","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Number","Threatened assault","","","","","ABS Crime Victimisation","'000","132.3","123.1","110.6","67.2","31.1","14.2","8.7","6.3","492.9"
"6A.15","2019-20","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Number","Threatened assault","","","","95%CI","Derived from ABS Crime Victimisation","'000","19.2","15.9","18.6","14.1","8.4","4.2","4.0","2.5","36.7"
"6A.15","2019-20","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Number","Robbery","","","","","ABS Crime Victimisation","'000","np","np","np","np","np","np","np","np","69.1"
"6A.15","2019-20","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Number","Robbery","","","","95%CI","Derived from ABS Crime Victimisation","'000","","","","","","","","","16.5"
"6A.15","2019-20","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Number","Sexual assault","","","","","ABS Crime Victimisation","'000","np","np","np","np","np","np","np","np","62.7"
"6A.15","2019-20","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Number","Sexual assault","","","","95%CI","Derived from ABS Crime Victimisation","'000","","","","","","","","","15.2"
"6A.15","2019-20","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Per 100000 people","Physical assault","","","","","Derived from ABS Crime Victimisation; ABS Crime Victimisation Australia","rate","2277.9","1850.7","2679.8","3014.5","2094.0","2445.2","1767.8","2354.6","2322.1"
"6A.15","2019-20","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Per 100000 people","Physical assault","","","","95%CI","Derived from ABS Crime Victimisation; ABS Crime Victimisation Australia","rate","397.4","388.1","378.2","714.9","426.8","704.5","970.1","959.9","172.9"
"6A.15","2019-20","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Per 100000 people","Threatened assault","","","","","Derived from ABS Crime Victimisation; ABS Crime Victimisation Australia","rate","2050.1","2310.6","2762.2","3283.2","2207.6","3275.7","2651.6","4362.9","2446.7"
"6A.15","2019-20","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Per 100000 people","Threatened assault","","","","95%CI","Derived from ABS Crime Victimisation; ABS Crime Victimisation Australia","rate","297.4","298.9","465.6","688.5","597.1","969.5","1210.9","1710.2","182.2"
"6A.15","2019-20","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Per 100000 people","Robbery","","","","","Derived from ABS Crime Victimisation; ABS Crime Victimisation Australia","rate","np","np","np","np","np","np","np","np","343.0"
"6A.15","2019-20","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Per 100000 people","Robbery","","","","95%CI","Derived from ABS Crime Victimisation; ABS Crime Victimisation Australia","rate","","","","","","","","","82.0"
"6A.15","2019-20","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Per 100000 people","Sexual assault","","","","","Derived from ABS Crime Victimisation; ABS Crime Victimisation Australia","rate","np","np","np","np","np","np","np","np","325.1"
"6A.15","2019-20","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Per 100000 people","Sexual assault","","","","95%CI","Derived from ABS Crime Victimisation; ABS Crime Victimisation Australia","rate","","","","","","","","","79.0"
"6A.15","2018-19","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Number","Physical assault","","","","","ABS Crime Victimisation","'000","139.9","126.3","93.0","50.5","32.5","11.3","6.9","7.3","468.2"
"6A.15","2018-19","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Number","Physical assault","","","","95%CI","Derived from ABS Crime Victimisation","'000","26.3","21.8","18.8","14.2","9.5","3.5","3.7","3.4","47.7"
"6A.15","2018-19","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Number","Threatened assault","","","","","ABS Crime Victimisation","'000","165.8","148.3","108.8","56.5","36.2","16.0","6.2","6.4","546.5"
"6A.15","2018-19","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Number","Threatened assault","","","","95%CI","Derived from ABS Crime Victimisation","'000","23.1","24.4","22.2","13.5","8.4","3.3","3.2","2.9","47.1"
"6A.15","2018-19","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Number","Robbery","","","","","ABS Crime Victimisation","'000","np","np","np","np","np","np","np","np","73.4"
"6A.15","2018-19","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Number","Robbery","","","","95%CI","Derived from ABS Crime Victimisation","'000","np","np","np","np","np","np","np","np","15.5"
"6A.15","2018-19","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Number","Sexual assault","","","","","ABS Crime Victimisation","'000","np","np","np","np","np","np","np","np","78.3"
"6A.15","2018-19","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Number","Sexual assault","","","","95%CI","Derived from ABS Crime Victimisation","'000","np","np","np","np","np","np","np","np","17.0"
"6A.15","2018-19","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Per 100000 people","Physical assault","","","","","Derived from ABS Crime Victimisation; ABS Crime Victimisation Australia","rate","2193.1","2419.4","2361.8","2497.0","2331.8","2640.8","2123.7","5017.2","2359.0"
"6A.15","2018-19","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Per 100000 people","Physical assault","","","","95%CI","Derived from ABS Crime Victimisation; ABS Crime Victimisation Australia","rate","412.7","417.3","476.8","699.9","681.0","807.5","1136.4","2369.9","240.4"
"6A.15","2018-19","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Per 100000 people","Threatened assault","","","","","Derived from ABS Crime Victimisation; ABS Crime Victimisation Australia","rate","2599.1","2840.8","2763.0","2793.7","2597.2","3739.2","1908.3","4398.6","2753.5"
"6A.15","2018-19","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Per 100000 people","Threatened assault","","","","95%CI","Derived from ABS Crime Victimisation; ABS Crime Victimisation Australia","rate","361.7","467.7","563.2","668.0","605.8","776.9","987.4","2017.4","237.5"
"6A.15","2018-19","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Per 100000 people","Robbery","","","","","Derived from ABS Crime Victimisation; ABS Crime Victimisation Australia","rate","np","np","np","np","np","np","np","np","369.8"
"6A.15","2018-19","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Per 100000 people","Robbery","","","","95%CI","Derived from ABS Crime Victimisation; ABS Crime Victimisation Australia","rate","np","np","np","np","np","np","np","np","78.3"
"6A.15","2018-19","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Per 100000 people","Sexual assault","","","","","Derived from ABS Crime Victimisation; ABS Crime Victimisation Australia","rate","np","np","np","np","np","np","np","np","412.8"
"6A.15","2018-19","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Per 100000 people","Sexual assault","","","","95%CI","Derived from ABS Crime Victimisation; ABS Crime Victimisation Australia","rate","np","np","np","np","np","np","np","np","89.8"
"6A.15","2017-18","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Number","Physical assault","","","","","ABS Crime Victimisation","'000","138.5","100.2","121.0","51.2","32.8","10.2","7.9","5.4","472.5"
"6A.15","2017-18","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Number","Physical assault","","","","95%CI","Derived from ABS Crime Victimisation","'000","25.2","20.6","22.5","13.3","7.7","2.5","4.4","1.8","46.3"
"6A.15","2017-18","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Number","Threatened assault","","","","","ABS Crime Victimisation","'000","142.4","138.1","94.5","57.2","36.4","13.0","7.1","5.7","500.6"
"6A.15","2017-18","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Number","Threatened assault","","","","95%CI","Derived from ABS Crime Victimisation","'000","26.5","28.4","19.3","11.3","8.5","3.0","3.2","1.8","44.2"
"6A.15","2017-18","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Number","Robbery","","","","","ABS Crime Victimisation","'000","np","np","np","np","np","np","np","np","50.7"
"6A.15","2017-18","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Number","Robbery","","","","95%CI","Derived from ABS Crime Victimisation","'000","np","np","np","np","np","np","np","np","12.7"
"6A.15","2017-18","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Number","Sexual assault","","","","","ABS Crime Victimisation","'000","np","np","np","np","np","np","np","np","50.2"
"6A.15","2017-18","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Number","Sexual assault","","","","95%CI","Derived from ABS Crime Victimisation","'000","np","np","np","np","np","np","np","np","15.7"
"6A.15","2017-18","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Per 100000 people","Physical assault","","","","","Derived from ABS Crime Victimisation; ABS Crime Victimisation Australia","rate","2207.2","1963.4","3131.1","2553.9","2376.6","2421.1","2474.9","3729.3","2421.3"
"6A.15","2017-18","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Per 100000 people","Physical assault","","","","95%CI","Derived from ABS Crime Victimisation; ABS Crime Victimisation Australia","rate","402.3","404.1","583.0","665.7","559.0","593.2","1363.1","1220.7","237.3"
"6A.15","2017-18","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Per 100000 people","Threatened assault","","","","","Derived from ABS Crime Victimisation; ABS Crime Victimisation Australia","rate","2269.3","2706.0","2445.3","2853.2","2637.5","3085.7","2224.3","3936.5","2565.3"
"6A.15","2017-18","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Per 100000 people","Threatened assault","","","","95%CI","Derived from ABS Crime Victimisation; ABS Crime Victimisation Australia","rate","422.5","556.9","498.5","564.8","615.2","707.6","998.4","1242.2","226.3"
"6A.15","2017-18","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Per 100000 people","Robbery","","","","","Derived from ABS Crime Victimisation; ABS Crime Victimisation Australia","rate","np","np","np","np","np","np","np","np","259.8"
"6A.15","2017-18","Estimated victims of crime","All ages","All people","All people","All areas","","Estimated victims of reported and unreported crime","Selected personal crimes","Per 100000 people","Robbery","","","","95%CI","Derived from ABS Crime Victimisation; ABS Crime Victimisation Australia","rate","np","np","np","np","np","np","np","np","65.2"
